afrikaan afrikaans
универсальный универсальная
университет университет
уникальный уникальный уникальным
управление управления
управленческий управленческого
управлять управлять
уровень уровня
уругвай уругвай
условие условий условия условиях
успех успеха успехом
устав уставу
утвердить утверждены утверждённые
утверждаться утверждаются
утерять утеряны
участвовать участвовал участвовали участвующий
участие участие участий
участник участники участников
участница участницу
учет учёта учётом
учетный учётную
учитывать учитывают
учредить учреждены
факел факел
фактически фактически
фасо фасо
февраль февраля
федеративный федеративные
федерация федерация
фейерверк фейерверка
феодосий феодосием феодосии феодосия
фиджи фиджи
физический физическая физической
филиппина филиппины
финал финалы
финалист финалистов
финансирование финансирование финансирования
финляндия финляндия
флаг флаг флага флагами флаги флагов флагом
фонд фонд
форум форум
фото фото
фр фр
фраза фразой
франко франко
франция франции франция
француз французов
французский французские французский французским французских французского французском
фрг фрг
футбол футбол футболу
футбольный футбольные
характер характер
хартия хартией хартии
хельсинки хельсинки
хобби хобби
хозяйка хозяйки
хоккей хоккее
хорватия хорватия
хорватский хорватская
хороший лучшая лучшем лучшим лучших
хотеть хотел
хотя хотя
храм храм храме
храмовый храмовые
хронология хронология
цар цар
цвет цвет
целый целей
цель целях
цена ценах
центральный центральному центральный центральных
церемония церемонии церемоний церемонию
цикл цикл цикла
цитата цитата цитаты
цитировать цитировать
цфа цфа
цымбалист цымбалист
цымбалисту цымбалисту
чад чад
час час
частность частности
часто часто
часть частей часть частью
чаша чаша чаше
чаща чаще
человек людей человек
чемпион чемпиона чемпионов
чемпионат чемпионатов
черногория черногория
черный чёрный
честный честной честных
честь честь честью
четыре четыре
четырёхлетнего четырёхлетнего
четырёхлетний четырёхлетний
чехия чехия
чехословакия чехословакия
чикаго чикаго
чили чили
число числе число числу
читать читать
член членами членов члены
чӑвашла чӑвашла
шамони шамони
швейцария швейцарии швейцария
швейцарский швейцарский
швеция швеция
шевелев шевелева
шесть шесть
шоу шоу
шри шри
штат штаты
штейнбах штейнбах
штрих штрихов
эгида эгидой
эгоизм эгоизм
эквадор эквадор
экваториальный экваториальная
экономика экономика экономику
экономист экономисту
экс экс
экспорт экспорт
экстремальный экстремальные
элемент элемент
эмблема эмблема эмблему
эндрю эндрю
энциклопедия энциклопедии энциклопедия
эпоха эпохи
эритрея эритрея
эсватини эсватини
эстафета эстафета эстафеты
эстония эстония
это этим это
эфиопия эфиопия
эффект эффекта
юар юар
югославия югославия
южный южная южной южном южный
юношеский юношеские
юта юты
являться является являются
язык язык языках языке
языческий языческие языческого
ямайка ямайка
январь января
япония японии япония
ярослав ярослава
ўзбекча ўзбекча
қазақша қазақша
արեւմտահայերէն արեւմտահայերէն
հայերեն հայերեն
דיש דיש
יי יי
עברית עברית
اردو اردو
الدارجة الدارجة
العربية العربية
تۆرکجه تۆرکجه
رونی رونی
سرائیکی سرائیکی
سنڌي سنڌي
فارسی فارسی
ماز ماز
مصرى مصرى
پنجابی پنجابی
کوردی کوردی
کٲش کٲش
कण कण
मर मर
यच यच
অসম অসম
ଓଡ ଓଡ
தம தம
ಕನ ಕನ
ನಡ ನಡ
മലയ മലയ
හල හල
ไทย ไทย
ລາວ ລາວ
ქართული ქართული
አማርኛ አማርኛ
ᱥᱟᱱᱛᱟᱲᱤ ᱥᱟᱱᱛᱟᱲᱤ
ⵜⴰⵎⴰⵣⵉⵖⵜ ⵜⴰⵎⴰⵣⵉⵖⵜ
ⵜⴰⵏⴰⵡⴰⵢⵜ ⵜⴰⵏⴰⵡⴰⵢⵜ
中文 中文
吴语 吴语
客家語 客家語
文言 文言
日本語 日本語
粵語 粵語
閩南語 閩南語
閩東語 閩東語
한국어 한국어
